125800,125500,1832.73,123000,125000,1395.99,12068,5.99,1991.27,7.4,1.65,2.43,48.24,1655,3.782,8719.78,7.7,84.97,907.4,446.65,2425.29,7978.08,1415.5,14521.97,8.3,-4.2,1717,8.2,111.25,13.015,243.88,52.64,52.75,201.46,430.97,2114,1.4391,52287013,5.06,1233.36,124000,124500
125500,125000,1867.52,123500,124000,1353.83,4521,5.99,1987.27,10.8,1.66,2.43,50.75,1550,3.801,8749.84,8.7,84.85,895.6,449.09,2419.78,8017.59,1451.5,14545.69,8.4,-3,1647,9.6,111.25,12.725,251.04,52.51,53.47,197.45,439.84,1639,1.446,52287013,5.05,1276.97,124500,125000
125100,126000,1905.06,122000,124000,1325.51,7946,6.01,1982.91,9.3,1.65,2.43,52.58,1520,3.732,8857.93,10,84.8,871.5,448.29,2419.78,7975.85,1490.5,14998.04,9.3,3.5,1529,9.3,111.25,12.105,245.38,51.05,52.24,194.97,439.16,1520,1.4191,52287013,5.13,1283.75,125000,125000
124700,125000,1913.15,123500,123500,1305.11,4480,5.97,1940.01,11.3,1.57,2.43,51.2,1527,3.562,8832.85,10.9,85.53,882.2,442.3,2439.18,7789.56,1460,14928.97,9.5,1.3,1442,9,111.25,12.205,235.9,49.15,51.22,192.57,447.94,1642,1.3903,52287013,5.13,1297.85,125000,125000
124500,125000,1914.58,123000,125000,1315.42,6067,5.91,1952.42,10.6,1.58,2.43,49.17,1545,3.63,8595.01,12,85.64,884.8,439.75,2347.39,7837.11,1457,14474.86,10.4,1.9,1723,8.4,111.25,12.335,242.71,49.38,51.59,193.71,458.57,1638,1.3982,52287013,5.08,1300.1,125000,123000
124000,125500,1891.48,123000,125500,1349.84,2590,5.88,1977.1,11.1,1.86,2.43,51.99,1456,3.61,8916.06,13,85.74,882.2,452.75,2379.88,8083.38,1489,14901.41,10.7,0.5,1645,7.1,111.25,12.325,254.41,52.24,54.06,197.03,460.83,1644,1.4288,52287013,5.03,1262.07,123000,122000
123400,123500,1940.01,121500,122000,1329.62,11715,5.87,1960.07,11.3,1.82,2.43,51.99,1417,3.61,8964.11,14,85.74,882.2,452.75,2444.23,8083.38,1489,14901.41,11.4,2.2,1740,8.2,111.25,12.325,254.41,52.24,54.06,195.65,481.45,1620,1.4288,52287013,5.04,1316.35,122000,122000
122500,125000,1962.34,121000,123000,1316.1,13510,5.84,1935.97,4.2,1.8,2.43,52.15,1548,3.628,8924.43,15.7,85.16,894.7,443.97,2513.7,8057.81,1489,14901.41,13.2,1.4,1445,9,111.25,12.763,250.6,50.05,52.14,193.35,493.26,1532,1.398,52287013,5.04,1336.04,122000,120500
121100,123000,1992.35,120000,123000,1330.74,10669,5.74,1978.58,1,1.79,2.43,51.02,1418,3.689,8842.68,15.4,85.06,890.9,453.22,2527.18,7920.18,1505,15580.16,13.3,5.7,1726,7.4,111.25,12.76,250,49.41,52.5,194.9,507.23,1707,1.4023,52287013,4.99,1338.26,120500,118000
119500,122000,1973.24,117000,121000,1339.63,15216,5.69,1976.49,7.1,1.76,2.42,51.46,1714,3.693,8742.96,16,85.34,892.8,450.25,2536.06,8029.62,1506,15669.62,13.5,3.7,625,11.9,111.25,12.795,246.23,49.25,51.79,193.98,508.68,918,1.401,52287013,4.89,1342.63,118000,115000
117900,119500,1929.13,115000,117500,1346.76,14709,5.7,2004.39,0.1,1.83,2.41,51.61,2400,3.599,8755.26,14.2,85.4,879.3,455.09,2534.13,8125.43,1493.5,15582.99,13.6,6.7,1238,10.5,111.25,12.25,254.5,49.98,53.06,195.77,502.2,1231,1.4218,52287013,4.9,1333.09,115000,114000
